uid,recorduid,domainID,siteID,namedLocation,collectedBy,startDate,collectDate,stationNumber,tapeDistance,streamProfilingMethod,waterDepth,edgeFactor,surfaceVelocity,oneFifthDepthVelocity,twoFifthDepthVelocity,threeFifthDepthVelocity,fourFifthDepthVelocity,bedVelocity,averageVelocity,sectionArea,sectionFlow,lowVelocityQF,dataQF
"df06e631-6567-4b57-b5f3-adea100df813","eb62c989-6c39-4abd-a049-21deb0ea7f27","D10","ARIK","ARIK.AOS.discharge","NSCHROETER","2014-07-01T16:31Z","2014-07-01T16:31Z",9,1.70,"1 point",0.27,"-",0.00,0.00,0.00,0.01,0.00,0.00,0.01,0.04,0.52,0,
"2d77c27f-10a0-41d0-a690-a50c1f6367ac","eb62c989-6c39-4abd-a049-21deb0ea7f27","D10","ARIK","ARIK.AOS.discharge","NSCHROETER","2014-07-01T16:31Z","2014-07-01T16:31Z",11,2.00,"1 point",0.21,"-",0.00,0.00,0.00,0.01,0.00,0.00,0.01,0.06,0.43,0,
"6f4e9fb3-ad08-4a1b-a414-3891f1d3008a","fb6e695c-3c92-4203-923e-5f9deee773f3","D10","ARIK","ARIK.AOS.discharge","HSCHARTEL","2014-07-28T21:02Z","2014-07-28T21:02Z",2,1.90,"1 point",0.04,"-",0.00,0.00,0.00,0.02,0.00,0.00,0.02,0.00,0.07,0,
"89dc895d-973d-4bd4-b717-614a4abe487b","fb6e695c-3c92-4203-923e-5f9deee773f3","D10","ARIK","ARIK.AOS.discharge","HSCHARTEL","2014-07-28T21:02Z","2014-07-28T21:02Z",4,2.10,"1 point",0.10,"-",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0,
"bd8c7bdd-dd42-4ef7-9ba4-50cc2306cd61","fb6e695c-3c92-4203-923e-5f9deee773f3","D10","ARIK","ARIK.AOS.discharge","HSCHARTEL","2014-07-28T21:02Z","2014-07-28T21:02Z",8,2.50,"1 point",0.12,"-",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0,
"a02ff26a-19e3-4c02-8834-20fb317318db","fb6e695c-3c92-4203-923e-5f9deee773f3","D10","ARIK","ARIK.AOS.discharge","HSCHARTEL","2014-07-28T21:02Z","2014-07-28T21:02Z",12,2.90,"1 point",0.10,"-",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.05,0,
"2df4fa9a-720d-448c-a831-4489b0b452f6","fb6e695c-3c92-4203-923e-5f9deee773f3","D10","ARIK","ARIK.AOS.discharge","HSCHARTEL","2014-07-28T21:02Z","2014-07-28T21:02Z",9,2.60,"1 point",0.12,"-",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.07,0,
"5f10b65e-0a34-41ff-8176-07cf6b64a9c1","fb6e695c-3c92-4203-923e-5f9deee773f3","D10","ARIK","ARIK.AOS.discharge","HSCHARTEL","2014-07-28T21:02Z","2014-07-28T21:02Z",13,3.00,"1 point",0.08,"-",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0,
"536bd897-fc3d-4418-8f23-865f8233651b","fb6e695c-3c92-4203-923e-5f9deee773f3","D10","ARIK","ARIK.AOS.discharge","HSCHARTEL","2014-07-28T21:02Z","2014-07-28T21:02Z",5,2.20,"1 point",0.13,"-",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.05,0,
"82bcd286-66e0-416c-b068-53772e8a6d70","fb6e695c-3c92-4203-923e-5f9deee773f3","D10","ARIK","ARIK.AOS.discharge","HSCHARTEL","2014-07-28T21:02Z","2014-07-28T21:02Z",15,3.20,"0 point",0.00,"-",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,
"7fe45266-8a53-4ee7-9618-b610d031b3cf","fb6e695c-3c92-4203-923e-5f9deee773f3","D10","ARIK","ARIK.AOS.discharge","HSCHARTEL","2014-07-28T21:02Z","2014-07-28T21:02Z",1,1.80,"0 point",0.00,"-",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,
"e5191518-56d8-443e-95bc-941ca1fc6c7d","fb6e695c-3c92-4203-923e-5f9deee773f3","D10","ARIK","ARIK.AOS.discharge","HSCHARTEL","2014-07-28T21:02Z","2014-07-28T21:02Z",11,2.80,"1 point",0.12,"-",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.05,0,
"d678a1f6-c098-4ae0-b50e-cf8663b9174f","fb6e695c-3c92-4203-923e-5f9deee773f3","D10","ARIK","ARIK.AOS.discharge","HSCHARTEL","2014-07-28T21:02Z","2014-07-28T21:02Z",3,2.00,"1 point",0.08,"-",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0,
"06d4404d-5975-42e2-b29d-faceeea49c80","fb6e695c-3c92-4203-923e-5f9deee773f3","D10","ARIK","ARIK.AOS.discharge","HSCHARTEL","2014-07-28T21:02Z","2014-07-28T21:02Z",6,2.30,"1 point",0.13,"-",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0,
"ba7e0597-0a17-45d6-a062-0f3c03a6697c","fb6e695c-3c92-4203-923e-5f9deee773f3","D10","ARIK","ARIK.AOS.discharge","HSCHARTEL","2014-07-28T21:02Z","2014-07-28T21:02Z",14,3.10,"1 point",0.05,"-",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0,
"1618e3b2-eead-4079-9a35-a14c5efa4dbb","fb6e695c-3c92-4203-923e-5f9deee773f3","D10","ARIK","ARIK.AOS.discharge","HSCHARTEL","2014-07-28T21:02Z","2014-07-28T21:02Z",10,2.70,"1 point",0.13,"-",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.05,0,
"d11a56ee-4074-4148-a26a-41e97b5107a2","fb6e695c-3c92-4203-923e-5f9deee773f3","D10","ARIK","ARIK.AOS.discharge","HSCHARTEL","2014-07-28T21:02Z","2014-07-28T21:02Z",7,2.40,"1 point",0.11,"-",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0,
"ed2b3929-abce-444f-a90d-f776f969b93b","fa2e9f15-f737-4d3c-bee5-71c2bc195fe2","D10","ARIK","ARIK.AOS.discharge","AKARAM","2014-07-29T13:40Z","2014-07-29T13:40Z",11,2.90,"1 point",0.18,"-",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.03,0,
"23865856-9449-402e-a258-91ad041711ca","fa2e9f15-f737-4d3c-bee5-71c2bc195fe2","D10","ARIK","ARIK.AOS.discharge","AKARAM","2014-07-29T13:40Z","2014-07-29T13:40Z",4,2.20,"1 point",0.11,"-",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0,
"580f2e6f-9725-4efc-8e18-713dc6d4e032","fa2e9f15-f737-4d3c-bee5-71c2bc195fe2","D10","ARIK","ARIK.AOS.discharge","AKARAM","2014-07-29T13:40Z","2014-07-29T13:40Z",3,2.10,"1 point",0.08,"-",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,-0.01,0,
"9dac7d71-462f-4643-bf8c-4bf3ce3b1fca","fa2e9f15-f737-4d3c-bee5-71c2bc195fe2","D10","ARIK","ARIK.AOS.discharge","AKARAM","2014-07-29T13:40Z","2014-07-29T13:40Z",15,3.30,"1 point",0.08,"-",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,-0.02,0,
"0863a936-1ca5-41c3-8032-636d820ec7d4","fa2e9f15-f737-4d3c-bee5-71c2bc195fe2","D10","ARIK","ARIK.AOS.discharge","AKARAM","2014-07-29T13:40Z","2014-07-29T13:40Z",5,2.30,"1 point",0.15,"-",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0,
"4551f7cb-64f9-4262-86df-da7e4ccfc034","fa2e9f15-f737-4d3c-bee5-71c2bc195fe2","D10","ARIK","ARIK.AOS.discharge","AKARAM","2014-07-29T13:40Z","2014-07-29T13:40Z",16,3.40,"0 point",0.00,"-",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,
"b7e28fb5-fe53-469f-9c0c-49835ec79715","fa2e9f15-f737-4d3c-bee5-71c2bc195fe2","D10","ARIK","ARIK.AOS.discharge","AKARAM","2014-07-29T13:40Z","2014-07-29T13:40Z",8,2.60,"1 point",0.16,"-",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0,
"ac4be36b-464a-4325-a235-a9cfee31d9ad","fa2e9f15-f737-4d3c-bee5-71c2bc195fe2","D10","ARIK","ARIK.AOS.discharge","AKARAM","2014-07-29T13:40Z","2014-07-29T13:40Z",2,2.00,"1 point",0.04,"-",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0,
"64f65327-04bf-44f3-950c-b064eebe6bfb","fa2e9f15-f737-4d3c-bee5-71c2bc195fe2","D10","ARIK","ARIK.AOS.discharge","AKARAM","2014-07-29T13:40Z","2014-07-29T13:40Z",9,2.70,"1 point",0.15,"-",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,-0.02,0,
"f7978c32-900e-412e-8b4a-2e1c5329f465","fa2e9f15-f737-4d3c-bee5-71c2bc195fe2","D10","ARIK","ARIK.AOS.discharge","AKARAM","2014-07-29T13:40Z","2014-07-29T13:40Z",7,2.50,"1 point",0.17,"-",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,-0.01,0,
"a9dd6764-e9ce-4be9-90c5-926093c4c43c","fa2e9f15-f737-4d3c-bee5-71c2bc195fe2","D10","ARIK","ARIK.AOS.discharge","AKARAM","2014-07-29T13:40Z","2014-07-29T13:40Z",13,3.10,"1 point",0.12,"-",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,-0.01,0,
"933ea3e7-9159-4f4e-9a79-8a6da148d292","fa2e9f15-f737-4d3c-bee5-71c2bc195fe2","D10","ARIK","ARIK.AOS.discharge","AKARAM","2014-07-29T13:40Z","2014-07-29T13:40Z",6,2.40,"1 point",0.16,"-",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,-0.03,0,
"e13072d8-a804-415c-b2da-6a0444dd00b0","fa2e9f15-f737-4d3c-bee5-71c2bc195fe2","D10","ARIK","ARIK.AOS.discharge","AKARAM","2014-07-29T13:40Z","2014-07-29T13:40Z",14,3.20,"1 point",0.10,"-",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,-0.01,0,
"7a0850a0-3022-456a-99b9-3654aab2457d","fa2e9f15-f737-4d3c-bee5-71c2bc195fe2","D10","ARIK","ARIK.AOS.discharge","AKARAM","2014-07-29T13:40Z","2014-07-29T13:40Z",10,2.80,"1 point",0.16,"-",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0,
"926fc337-3f89-4f8e-8e85-7aa255ada9a3","fa2e9f15-f737-4d3c-bee5-71c2bc195fe2","D10","ARIK","ARIK.AOS.discharge","AKARAM","2014-07-29T13:40Z","2014-07-29T13:40Z",12,3.00,"1 point",0.14,"-",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0,
"210f0a80-5de1-4fe7-862a-7883c2cc6775","fa2e9f15-f737-4d3c-bee5-71c2bc195fe2","D10","ARIK","ARIK.AOS.discharge","AKARAM","2014-07-29T13:40Z","2014-07-29T13:40Z",1,1.90,"0 point",0.00,"-",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,
