uid,recorduid,domainID,siteID,namedLocation,collectedBy,startDate,collectDate,streamStage,streamStageUnits,handheldDeviceID,velocitySensorID,filterParamTime,stationEntryTest,flowCalculation,waterEdge,totalDischarge,totalDischargeUnits,samplingProtocolVersion,averageVelocityUnits,waterDepthUnits,tapeDistanceUnits,flowCalcQF,dischargeUnitsQF,streamStageUnitsQF,averageVelocityUnitsQF,waterDepthUnitsQF,tapeDistanceUnitsQF,lowVelocityFinalQF,dataQF
"366f9cbb-ce14-47dc-ab67-3616d048651d","389d379c-977e-4934-88ca-eab029b6d042","D10","ARIK","ARIK.AOS.discharge","BNANCE","2018-01-31T20:24Z","2018-01-31T20:24Z",0.37,"meter","000000336859","152430337660",15.0,"Non-fixed","Mid-section","Right edge water",51.17,"litersPerSecond","NEON.DOC.001085vD","meterPerSecond","meter","meter","0",0,0,0,0,0,5,
